Year,Total_Employed,Women_Percent,Black_Percent,Asian_Percent,Hispanic_Percent,Industry_Code,Classification_System
2003,6815.0,51.4,10.0,4.8,15.0,81,NAICS
2003,6243.0,46.4,16.4,3.3,8.2,92,NAICS
2004,2232.0,24.4,2.4,1.0,19.6,11,NAICS
2004,539.0,10.2,4.8,0.8,11.3,21,NAICS
2004,1168.0,23.6,9.5,1.8,7.0,22,NAICS
2004,10768.0,9.7,5.9,1.3,21.4,23,NAICS
2004,16484.0,30.3,9.4,5.1,14.3,31-33,NAICS
2004,4600.0,29.5,7.4,4.3,13.3,42,NAICS
2004,16269.0,48.8,10.0,4.2,12.0,44-45,NAICS
2004,5844.0,23.900000000000002,16.7,3.6999999999999997,13.4,48-49,NAICS
2004,3463.0,43.3,10.8,4.4,9.2,51,NAICS
2004,6940.0,59.8,10.6,4.9,7.8,52,NAICS
2004,3029.0,47.0,8.2,3.0,12.3,53,NAICS
2004,8386.0,44.7,5.6,6.9,6.1,54,NAICS
2004,5722.0,40.1,13.5,2.6,23.3,56,NAICS
2004,12058.0,68.9,10.7,3.6,8.2,61,NAICS
2004,16661.0,79.2,16.1,4.9,9.8,62,NAICS
2004,2690.0,45.7,8.9,3.4,10.8,71,NAICS
2004,9131.0,52.7,11.1,6.7,19.6,72,NAICS
2004,6903.0,51.8,10.6,5.6,15.0,81,NAICS
2004,6365.0,45.7,16.3,3.4,8.3,92,NAICS
2005,2197.0,24.7,2.3,1.0,19.3,11,NAICS
2005,624.0,12.8,4.9,1.3,14.0,21,NAICS
2005,1176.0,21.3,9.7,1.5,7.3999999999999995,22,NAICS
2005,11197.0,9.6,5.9,1.4,23.0,23,NAICS
2005,16253.0,30.0,10.0,5.1,14.2,31-33,NAICS
2005,4579.0,28.699999999999996,6.8,4.3,13.7,42,NAICS
2005,16825.0,48.7,9.8,4.3,12.4,44-45,NAICS
2005,6184.0,23.899999999999995,16.7,4.0,13.699999999999998,48-49,NAICS
2005,3402.0,44.20000000000001,11.300000000000002,4.8,9.1,51,NAICS
2005,7035.0,58.5,10.3,5.5,8.2,52,NAICS
2005,3168.0,48.10000000000001,8.8,3.3,13.2,53,NAICS
2005,8584.0,44.5,5.9,7.4,6.1,54,NAICS
2005,5709.0,40.5,14.5,2.9,22.3,56,NAICS
2005,12264.0,69.0,11.0,3.6,8.2,61,NAICS
2005,16910.0,79.3,16.1,5.2,9.6,62,NAICS
2005,2765.0,45.2,8.2,3.5,10.2,71,NAICS
2005,9306.0,53.3,11.4,6.5,20.7,72,NAICS
2005,7020.0,51.5,10.2,5.2,15.5,81,NAICS
2005,6530.0,45.5,15.9,3.3,8.7,92,NAICS
2006,2206.0,24.6,2.7,1.2,19.4,11,NAICS
2006,687.0,13.0,4.9,0.7,13.599999999999998,21,NAICS
2006,1186.0,21.9,10.9,2.5,8.2,22,NAICS
2006,11749.0,9.6,5.5,1.4,25.1,23,NAICS
2006,16377.0,29.5,9.5,5.2,14.7,31-33,NAICS
2006,4561.0,29.0,6.5,4.1,13.5,42,NAICS
2006,16767.0,48.9,10.1,4.2,12.7,44-45,NAICS
2006,6269.0,24.7,17.6,3.7999999999999994,13.5,48-49,NAICS
2006,3573.0,44.4,11.7,5.2,9.4,51,NAICS
2006,7254.0,58.20000000000001,10.5,5.599999999999999,8.5,52,NAICS
2006,3237.0,49.4,9.5,4.1,13.4,53,NAICS
2006,8776.0,44.4,6.4,7.599999999999999,6.2,54,NAICS
2006,6092.0,39.8,14.8,3.0,22.9,56,NAICS
2006,12522.0,68.9,10.8,3.6000000000000005,8.5,61,NAICS
2006,17416.0,79.1,16.7,5.4,9.5,62,NAICS
2006,2671.0,45.2,8.3,3.6,11.9,71,NAICS
2006,9474.0,53.0,11.2,6.5,21.6,72,NAICS
2006,7088.0,51.7,9.8,5.8,15.5,81,NAICS
2006,6524.0,45.4,16.2,3.5,8.6,92,NAICS
2007,2095.0,23.4,2.5,1.4,20.3,11,NAICS
2007,736.0,13.8,4.3,1.9,13.4,21,NAICS
2007,1193.0,21.6,11.7,2.7,8.8,22,NAICS
2007,11856.0,9.4,5.7,1.5,25.3,23,NAICS
2007,16302.0,30.0,9.7,5.2,14.5,31-33,NAICS
2007,4367.0,29.2,8.1,4.4,14.4,42,NAICS
2007,16570.0,49.1,10.4,4.4,13.2,44-45,NAICS
2007,6457.0,25.1,18.4,4.0,14.4,48-49,NAICS
2007,3566.0,42.1,11.9,5.0,9.5,51,NAICS
2007,7306.0,58.5,10.6,5.8,9.3,52,NAICS
2007,3182.0,48.1,9.0,4.4,13.0,53,NAICS
2007,9208.0,43.9,5.9,8.0,6.8,54,NAICS
2007,6412.0,40.8,14.3,3.3,23.8,56,NAICS
2007,12828.0,69.1,10.6,3.7999999999999994,8.7,61,NAICS
2007,17834.0,78.7,16.2,5.6,10.2,62,NAICS
2007,2833.0,46.60000000000001,8.8,4.0,11.7,71,NAICS
2007,9582.0,52.8,11.2,6.5,21.7,72,NAICS
2007,6972.0,52.0,10.4,5.8,16.2,81,NAICS
2007,6746.0,44.89999999999999,15.8,3.6000000000000005,8.7,92,NAICS
2008,2168.0,23.9,2.5,1.2,20.4,11,NAICS
2008,819.0,12.9,5.5,1.5,15.5,21,NAICS
2008,1225.0,19.5,10.3,2.4,10.6,22,NAICS
2008,10974.0,9.7,5.6,1.6,24.6,23,NAICS
2008,15904.0,29.3,9.5,5.9,14.6,31-33,NAICS
2008,4052.0,29.5,8.3,4.2,14.5,42,NAICS
2008,16533.0,48.8,10.4,4.4,13.6,44-45,NAICS
2008,6501.0,23.800000000000004,17.0,3.7,15.8,48-49,NAICS
2008,3481.0,41.6,11.7,5.0,9.1,51,NAICS
2008,7279.0,58.0,9.9,5.7,9.800000000000002,52,NAICS
2008,2949.0,46.9,9.7,3.5,12.6,53,NAICS
2008,9362.0,44.1,6.3,8.2,7.200000000000001,54,NAICS
2008,6178.0,39.7,13.9,3.0,23.8,56,NAICS
2008,13169.0,69.7,11.1,3.8,8.8,61,NAICS
2008,18233.0,79.1,16.4,5.5,10.3,62,NAICS
2008,2972.0,46.199999999999996,8.4,4.3,10.7,71,NAICS
2008,9795.0,53.1,11.7,6.8,20.8,72,NAICS
2008,7005.0,51.6,9.8,5.9,17.1,81,NAICS
2008,6763.0,45.2,15.3,3.6,9.3,92,NAICS
2009,2103.0,23.6,3.1,1.1,20.3,11,NAICS
2009,707.0,13.3,4.4,1.3,15.400000000000002,21,NAICS
2009,1233.0,19.3,9.7,2.1,9.7,22,NAICS
2009,9702.0,9.5,5.2,1.6,23.5,23,NAICS
2009,14202.0,28.7,8.8,5.5,15.3,31-33,NAICS
2009,3808.0,29.1,7.3,4.2,14.7,42,NAICS
2009,15877.0,49.2,10.3,4.9,13.8,44-45,NAICS
2009,6012.0,23.7,17.0,4.2,14.8,48-49,NAICS
2009,3239.0,42.0,11.1,5.4,9.5,51,NAICS
2009,6826.0,57.5,9.4,5.1,9.3,52,NAICS
2009,2796.0,45.5,8.7,3.6,12.3,53,NAICS
2009,9159.0,43.8,5.9,8.0,7.2,54,NAICS
2009,5849.0,38.6,13.6,2.2,24.400000000000002,56,NAICS
2009,13188.0,69.4,10.4,3.7000000000000006,9.1,61,NAICS
2009,18632.0,79.3,16.6,5.5,10.6,62,NAICS
2009,3018.0,46.3,8.7,5.1,10.7,71,NAICS
2009,9717.0,53.1,11.0,6.7,21.7,72,NAICS
2009,6935.0,52.1,9.7,5.7,17.5,81,NAICS
2009,6875.0,45.5,15.6,3.7,10.1,92,NAICS
2010,2206.0,24.5,2.7,1.1,21.8,11,NAICS
2010,731.0,13.8,5.1,1.1,15.3,21,NAICS
2010,1253.0,21.7,10.5,1.9,9.8,22,NAICS
2010,9077.0,8.9,5.4,1.7,24.4,23,NAICS
2010,14081.0,28.0,9.0,5.7,15.5,31-33,NAICS
2010,3805.0,28.6,7.5,4.8,14.8,42,NAICS
2010,15934.0,49.4,10.6,4.6,13.6,44-45,NAICS
2010,5880.0,23.1,17.1,4.2,15.4,48-49,NAICS
2010,3149.0,40.9,10.9,5.5,9.9,51,NAICS
2010,6605.0,57.3,9.3,6.1,8.9,52,NAICS
2010,2745.0,47.1,8.2,3.6,13.5,53,NAICS
2010,9115.0,43.2,5.6,7.8,7.1,54,NAICS
2010,6138.0,38.6,13.2,2.5,25.5,56,NAICS
2010,13155.0,68.6,10.2,3.9,9.5,61,NAICS
2010,18907.0,79.0,16.8,5.4,10.9,62,NAICS
2010,2966.0,46.6,8.9,5.1,11.2,71,NAICS
2010,9564.0,52.9,11.2,6.8,22.2,72,NAICS
2010,6769.0,51.6,9.2,6.3,16.8,81,NAICS
2010,6983.0,45.0,15.4,3.3,10.8,92,NAICS
2011,2254.0,24.7,2.3,1.0,23.2,11,NAICS
2011,817.0,12.099999999999998,4.5,1.6,16.0,21,NAICS
2011,1243.0,22.2,9.0,2.1,10.7,22,NAICS
2011,9039.0,9.2,5.5,1.5,24.4,23,NAICS
2011,14336.0,28.7,8.7,6.0,15.0,31-33,NAICS
2011,3798.0,28.5,7.5,4.6,15.6,42,NAICS
2011,15927.0,48.6,10.8,4.5,14.6,44-45,NAICS
2011,5957.0,22.6,17.0,4.3,16.0,48-49,NAICS
2011,3150.0,40.2,10.8,5.6,9.5,51,NAICS
2011,6613.0,57.6,9.3,6.2,9.7,52,NAICS
2011,2773.0,47.60000000000001,9.6,4.0,12.8,53,NAICS
2011,9461.0,42.5,5.9,8.3,6.9,54,NAICS
2011,6358.0,38.6,12.8,2.9,26.3,56,NAICS
2011,12965.0,68.4,10.7,3.7,9.6,61,NAICS
2011,18902.0,78.5,16.0,5.5,11.1,62,NAICS
2011,2922.0,45.300000000000004,8.6,5.1,11.1,71,NAICS
2011,9775.0,51.9,12.0,6.8,22.1,72,NAICS
2011,6724.0,52.0,9.1,6.599999999999999,16.6,81,NAICS
2011,6853.0,44.7,15.3,3.2,10.1,92,NAICS
2012,2186.0,25.6,2.8,1.5,22.5,11,NAICS
2012,957.0,13.2,4.7,1.4,17.5,21,NAICS
2012,1190.0,23.3,9.4,2.1,10.8,22,NAICS
2012,8964.0,9.0,5.6,1.9,24.4,23,NAICS
2012,14686.0,29.0,8.7,6.2,15.3,31-33,NAICS
2012,3694.0,28.6,7.1,5.0,16.8,42,NAICS
2012,16182.0,48.3,11.4,5.1,15.2,44-45,NAICS
2012,6082.0,23.2,17.2,4.2,17.3,48-49,NAICS
2012,2971.0,38.2,11.1,6.2,10.2,51,NAICS
2012,6786.0,56.10000000000001,9.7,6.4,10.5,52,NAICS
2012,2804.0,46.5,9.4,4.1,14.4,53,NAICS
2012,9913.0,43.2,6.4,9.4,7.5,54,NAICS
2012,6626.0,38.0,14.3,3.2,26.699999999999996,56,NAICS
2012,12945.0,68.6,11.0,4.2,10.5,61,NAICS
2012,19405.0,78.4,16.5,6.0,12.0,62,NAICS
2012,3022.0,45.5,8.8,5.0,12.6,71,NAICS
2012,10171.0,52.400000000000006,12.0,7.099999999999999,24.7,72,NAICS
2012,7168.0,52.0,9.8,7.7,18.0,81,NAICS
2012,6717.0,45.4,15.7,4.1,11.1,92,NAICS
2013,2130.0,24.4,2.7,1.4,23.2,11,NAICS
2013,1065.0,13.1,5.5,1.5,20.1,21,NAICS
2013,1187.0,22.6,10.8,3.2,10.2,22,NAICS
2013,9271.0,9.1,5.1,2.1,25.5,23,NAICS
2013,14869.0,28.7,9.5,6.8,15.7,31-33,NAICS
2013,3646.0,28.4,8.1,4.8,15.9,42,NAICS
2013,16007.0,48.3,11.3,5.4,15.5,44-45,NAICS
2013,6228.0,23.9,18.1,4.5,17.1,48-49,NAICS
2013,2960.0,39.2,11.2,6.0,10.7,51,NAICS
2013,6984.0,55.70000000000001,9.9,7.2,10.199999999999998,52,NAICS
2013,2865.0,46.2,9.1,3.8,14.9,53,NAICS
2013,10110.0,43.7,6.2,9.7,8.2,54,NAICS
2013,6682.0,39.2,14.2,3.5,27.2,56,NAICS
2013,12974.0,68.9,10.6,4.6,10.0,61,NAICS
2013,19562.0,78.4,16.3,6.3,12.2,62,NAICS
2013,3205.0,45.9,8.4,5.2,12.9,71,NAICS
2013,10349.0,52.6,12.2,7.2,24.5,72,NAICS
2013,7127.0,52.1,10.0,7.0,18.4,81,NAICS
2013,6708.0,44.3,16.4,4.2,11.8,92,NAICS
2014,2237.0,24.7,2.8,1.0,23.1,11,NAICS
2014,1088.0,13.3,5.7,1.6,18.6,21,NAICS
2014,1204.0,22.7,8.9,2.9,11.8,22,NAICS
2014,9813.0,8.9,5.9,1.8,27.3,23,NAICS
2014,15100.0,29.3,9.7,6.6,15.8,31-33,NAICS
2014,3642.0,30.2,8.6,4.8,15.8,42,NAICS
2014,16609.0,48.2,11.8,5.6,16.5,44-45,NAICS
2014,6377.0,23.0,18.0,4.6,18.2,48-49,NAICS
2014,3115.0,38.8,10.4,7.0,10.5,51,NAICS
2014,6956.0,56.2,9.4,7.4,9.8,52,NAICS
2014,2915.0,46.2,8.2,3.7,15.0,53,NAICS
2014,10327.0,42.6,6.5,10.1,8.2,54,NAICS
2014,6677.0,39.2,14.0,3.4,28.2,56,NAICS
2014,13253.0,68.9,11.199999999999998,4.4,10.5,61,NAICS
2014,19577.0,78.6,16.8,6.4,12.1,62,NAICS
2014,3082.0,46.70000000000001,9.1,4.8,12.6,71,NAICS
2014,10407.0,52.8,12.4,7.1,25.199999999999996,72,NAICS
2014,7169.0,52.79999999999999,10.199999999999998,7.0,19.0,81,NAICS
2014,6757.0,45.4,16.8,4.8,11.4,92,NAICS
2015,2422.0,24.6,2.7,0.8,23.9,11,NAICS
2015,917.0,13.1,4.8,2.4,16.9,21,NAICS
2015,1267.0,22.4,8.5,3.2999999999999994,11.1,22,NAICS
2015,9935.0,9.3,6.0,1.8,28.5,23,NAICS
2015,15338.0,29.1,9.7,6.6,16.2,31-33,NAICS
2015,3635.0,29.5,8.2,5.3,16.9,42,NAICS
2015,16686.0,48.1,12.1,5.8,16.8,44-45,NAICS
2015,6459.0,22.7,19.7,4.9,18.8,48-49,NAICS
2015,2988.0,39.1,11.3,7.799999999999999,11.2,51,NAICS
2015,7081.0,55.7,10.0,7.3,10.2,52,NAICS
2015,3005.0,46.7,9.3,4.2,15.6,53,NAICS
2015,10625.0,42.1,6.5,10.7,8.6,54,NAICS
2015,6784.0,39.5,14.199999999999998,3.6,28.399999999999995,56,NAICS
2015,13601.0,68.9,11.1,4.7,10.7,61,NAICS
2015,20077.0,78.5,17.2,6.699999999999999,12.2,62,NAICS
2015,3184.0,46.1,9.7,4.6,13.4,71,NAICS
2015,10637.0,52.60000000000001,13.400000000000002,7.200000000000001,25.300000000000004,72,NAICS
2015,7264.0,51.79999999999999,10.1,7.099999999999999,18.899999999999995,81,NAICS
2015,6928.0,45.3,16.9,4.3,11.7,92,NAICS
2016,2422.0,24.6,2.7,0.8,23.9,11,NAICS
2016,917.0,13.1,4.8,2.4,16.9,21,NAICS
2016,1267.0,22.4,8.5,3.2999999999999994,11.1,22,NAICS
2016,9935.0,9.3,6.0,1.8,28.5,23,NAICS
2016,15338.0,29.1,9.7,6.6,16.2,31-33,NAICS
2016,3635.0,29.5,8.2,5.3,16.9,42,NAICS
2016,16686.0,48.1,12.1,5.8,16.8,44-45,NAICS
2016,6459.0,22.7,19.7,4.9,18.8,48-49,NAICS
2016,2988.0,39.1,11.3,7.799999999999999,11.2,51,NAICS
2016,7081.0,55.7,10.0,7.3,10.2,52,NAICS
2016,3005.0,46.7,9.3,4.2,15.6,53,NAICS
2016,10625.0,42.1,6.5,10.7,8.6,54,NAICS
2016,6784.0,39.5,14.199999999999998,3.6,28.399999999999995,56,NAICS
2016,13601.0,68.9,11.1,4.7,10.7,61,NAICS
2016,20077.0,78.5,17.2,6.699999999999999,12.2,62,NAICS
2016,3184.0,46.1,9.7,4.6,13.4,71,NAICS
2016,10637.0,52.60000000000001,13.400000000000002,7.200000000000001,25.300000000000004,72,NAICS
2016,7264.0,51.79999999999999,10.1,7.099999999999999,18.899999999999995,81,NAICS
2016,6928.0,45.3,16.9,4.3,11.7,92,NAICS
